claim_id,adjuster_note
CLM50345,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50346,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50347,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50348,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50349,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50350,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50351,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50352,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50353,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50354,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50355,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50356,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50357,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50358,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50359,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50360,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50361,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50362,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50363,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50364,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50365,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50366,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50367,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50368,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50369,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50370,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50371,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50372,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50373,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50374,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50375,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50376,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50377,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50378,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50379,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50380,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50381,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50382,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50383,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50384,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50385,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50386,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50387,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50388,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50389,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50390,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50391,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50392,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50393,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50394,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50395,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50396,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50397,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50398,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50399,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50400,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50401,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50402,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50403,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50404,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50405,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50406,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50407,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50408,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50409,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50410,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50411,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50412,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50413,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50414,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50415,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50416,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50417,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50418,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50419,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50420,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50421,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50422,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50423,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50424,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50425,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50426,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50427,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50428,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50429,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50430,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50431,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50432,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50433,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50434,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50435,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50436,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50437,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50438,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50439,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50440,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50441,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50442,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50443,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50444,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50445,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50446,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50447,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50448,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50449,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50450,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50451,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50452,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50453,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50454,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50455,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50456,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50457,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50458,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50459,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50460,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50461,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50462,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50463,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50464,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50465,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50466,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50467,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50468,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50469,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50470,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50471,Injuries reported by all occupants despite minor bumper damage. Same clinic for all treatments. Claimant unreachable at listed address.
CLM50472,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50473,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50474,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50475,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50476,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50477,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50478,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50479,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50480,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50481,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50482,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50483,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50484,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50485,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50486,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50487,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50488,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50489,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50490,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50491,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50492,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50493,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50494,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50495,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50496,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50497,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50498,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50499,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50500,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50501,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50502,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50503,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50504,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50505,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50506,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50507,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50508,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50509,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50510,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50511,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50512,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50513,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50514,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50515,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50516,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50517,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50518,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50519,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50520,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50521,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50522,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50523,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50524,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50525,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50526,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50527,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50528,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50529,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50530,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50531,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50532,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50533,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50534,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50535,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50536,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50537,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50538,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50539,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50540,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50541,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50542,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50543,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50544,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50545,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50546,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50547,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50548,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50549,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50550,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50551,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50552,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50553,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50554,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50555,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50556,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50557,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50558,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50559,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50560,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50561,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50562,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50563,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50564,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50565,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50566,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50567,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50568,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50569,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50570,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50571,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50572,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50573,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50574,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50575,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50576,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50577,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50578,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50579,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50580,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50581,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50582,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50583,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50584,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50585,Injuries reported by all occupants despite minor bumper damage. Same clinic for all treatments. Claimant unreachable at listed address.
CLM50586,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50587,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50588,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50589,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50590,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50591,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50592,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50593,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50594,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50595,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50596,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50597,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50598,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50599,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50600,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50601,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50602,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50603,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50604,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50605,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50606,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50607,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50608,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50609,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50610,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50611,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50612,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50613,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50614,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50615,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50616,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50617,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50618,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50619,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50620,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50621,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50622,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50623,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50624,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50625,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50626,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50627,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50628,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50629,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50630,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50631,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50632,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50633,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50634,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50635,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50636,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50637,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50638,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50639,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50640,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50641,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50642,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50643,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50644,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50645,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50646,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50647,Injuries reported by all occupants despite minor bumper damage. Same clinic for all treatments. Claimant unreachable at listed address.
CLM50648,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50649,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50650,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50651,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50652,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50653,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50654,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50655,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50656,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50657,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50658,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50659,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50660,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50661,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50662,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50663,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50664,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50665,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50666,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50667,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50668,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50669,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50670,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50671,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50672,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50673,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50674,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50675,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50676,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50677,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50678,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50679,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50680,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50681,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50682,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50683,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50684,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50685,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50686,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50687,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50688,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50689,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50690,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50691,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50692,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50693,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50694,"Parking lot impact, third party accepted liability. Repair completed at network shop."
